index,event,disaster,class_label,clean_text,has_crisis_term
4099,not_disaster,False,non-disaster,"Honestly, Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. What a day!",False
4100,not_disaster,False,non-disaster,Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. Recommended.,False
4101,not_disaster,False,non-disaster,"Quick update: The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Recommended.",False
4102,not_disaster,False,non-disaster,Just thinking that Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. Recommended.,False
4103,not_disaster,False,non-disaster,Today was great! I love the cozy feeling of a rainy day when you can just stay indoors with a good book and a warm blanket. :),False
4104,not_disaster,False,non-disaster,So glad that Met up with an old high school friend for coffee today. It was wonderful catching up and sharing stories. Recommended.,False
4105,not_disaster,False,non-disaster,Enjoying a peaceful afternoon of golf with friends. The weather is absolutely perfect for being on the course. Life is good.,False
4106,not_disaster,False,non-disaster,So glad that Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. Perfect.,False
4107,not_disaster,False,non-disaster,Baking homemade sourdough bread today. The kitchen smells amazing and the crust has a perfect golden crunch. Highly satisfied.,False
4108,not_disaster,False,non-disaster,Just wanted to share: Spent a quiet afternoon reading historical biographies at the local library. So much fascinating history to learn. :),False
4109,not_disaster,False,non-disaster,"Honestly, Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. Love it.",False
4110,not_disaster,False,non-disaster,Had a really productive day at work today. Checked off everything on my to-do list before the weekend started. Perfect.,False
4111,not_disaster,False,non-disaster,Quick update: Just finished building a custom desktop PC! Cable management was tough but the final result looks super clean.,False
4112,not_disaster,False,non-disaster,Quick update: Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. Love it.,False
4113,not_disaster,False,non-disaster,Just thinking that The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Life is good.,False
4114,not_disaster,False,non-disaster,"Wow, I love spending my Sunday afternoons sketching in my notebook. It is a wonderful creative outlet for me. Love it.",False
4115,not_disaster,False,non-disaster,Quick update: Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. What a day!,False
4116,not_disaster,False,non-disaster,"Wow, Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together. #blessed",False
4117,not_disaster,False,non-disaster,Quick update: Exploring the beautiful beaches of Bali this week. The sunsets here are unlike anything I have ever seen. Recommended.,False
4118,not_disaster,False,non-disaster,"Wow, Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Perfect.",False
4119,not_disaster,False,non-disaster,Quick update: Excited about the progress being made in open source software. It empowers developers around the world to build better tools. Perfect.,False
4120,not_disaster,False,non-disaster,"Honestly, The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Love it.",False
4121,not_disaster,False,non-disaster,"Honestly, Just arrived in New York City! Ready to see a Broadway show and get some famous New York style pizza. Perfect.",False
4122,not_disaster,False,non-disaster,Watched an amazing tennis match yesterday. The rallies were incredibly long and full of spectacular shots. :),False
4123,not_disaster,False,non-disaster,"Wow, Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. Can't complain!",False
4124,not_disaster,False,non-disaster,Just thinking that Brewing a fresh pot of single-origin coffee this morning. The aroma is the absolute best way to wake up. What a day!,False
4125,not_disaster,False,non-disaster,Just thinking that Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. Life is good.,False
4126,not_disaster,False,non-disaster,Just wanted to share: Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. Life is good.,False
4127,not_disaster,False,non-disaster,Just wanted to share: Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress.,False
4128,not_disaster,False,non-disaster,"Wow, Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. #blessed",False
4129,not_disaster,False,non-disaster,"Honestly, Great yoga session this evening. It really helps me stretch out my muscles and clear my mind after a busy week. Perfect.",False
4130,not_disaster,False,non-disaster,"Wow, What an exciting football match tonight! The underdog team scored in the final minutes to win the championship. Life is good.",False
4131,not_disaster,False,non-disaster,"So glad that Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Recommended.",False
4132,not_disaster,False,non-disaster,What an exciting football match tonight! The underdog team scored in the final minutes to win the championship. Life is good.,False
4133,not_disaster,False,non-disaster,So glad that I love spending my Sunday afternoons sketching in my notebook. It is a wonderful creative outlet for me. Highly satisfied.,False
4134,not_disaster,False,non-disaster,Quick update: What an exciting football match tonight! The underdog team scored in the final minutes to win the championship. Highly satisfied.,False
4135,not_disaster,False,non-disaster,Today was great! Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. Recommended.,False
4136,not_disaster,False,non-disaster,"Just wanted to share: Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Life is good.",False
4137,not_disaster,False,non-disaster,Just thinking that Watched an amazing tennis match yesterday. The rallies were incredibly long and full of spectacular shots. Can't complain!,False
4138,not_disaster,False,non-disaster,"Honestly, Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. Recommended.",False
4139,not_disaster,False,non-disaster,Just wanted to share: Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. :),False
4140,not_disaster,False,non-disaster,Just thinking that Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. Perfect.,False
4141,not_disaster,False,non-disaster,So glad that Started learning how to play tennis this weekend. It is much more challenging than it looks but very fun.,False
4142,not_disaster,False,non-disaster,Just wanted to share: Enjoying a relaxing weekend getaway at a cozy cabin in the woods. Reading by the fireplace. Can't complain!,False
4143,not_disaster,False,non-disaster,Today was great! Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. What a day!,False
4144,not_disaster,False,non-disaster,Quick update: Setting up a freshwater aquarium today. Adding some beautiful green plants and colorful neon tetra fish. Recommended.,False
4145,not_disaster,False,non-disaster,Today was great! Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. Highly satisfied.,False
4146,not_disaster,False,non-disaster,Just thinking that Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated.,False
4147,not_disaster,False,non-disaster,"Honestly, Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. What a day!",False
4148,not_disaster,False,non-disaster,Quick update: Enjoying a peaceful afternoon of golf with friends. The weather is absolutely perfect for being on the course. Recommended.,False
4149,not_disaster,False,non-disaster,"Wow, Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. What a day!",False
4150,not_disaster,False,non-disaster,Today was great! Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. Love it.,False
4151,not_disaster,False,non-disaster,"Just thinking that Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet. What a day!",False
4152,not_disaster,False,non-disaster,So glad that Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. Highly satisfied.,False
4153,not_disaster,False,non-disaster,Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. What a day!,False
4154,not_disaster,False,non-disaster,Quick update: Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. Can't complain!,False
4155,not_disaster,False,non-disaster,"Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet.",False
4156,not_disaster,False,non-disaster,Really enjoying this. Helping my younger brother study for his final chemistry exam. It is fun revisiting these scientific concepts. Perfect.,False
4157,not_disaster,False,non-disaster,What an exciting football match tonight! The underdog team scored in the final minutes to win the championship. Recommended.,False
4158,not_disaster,False,non-disaster,"Honestly, I love spending my Sunday afternoons sketching in my notebook. It is a wonderful creative outlet for me. Love it.",False
4159,not_disaster,False,non-disaster,"Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet.",False
4160,not_disaster,False,non-disaster,Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Recommended.,False
4161,not_disaster,False,non-disaster,Really enjoying this. Trying out a new coding framework today. It simplifies state management and cuts down on boilerplate code significantly. :),False
4162,not_disaster,False,non-disaster,"Quick update: Visited a local farmers market today. Picked up fresh organic strawberries, tomatoes, and homemade honey. Recommended.",False
4163,not_disaster,False,non-disaster,Watched an amazing tennis match yesterday. The rallies were incredibly long and full of spectacular shots. Can't complain!,False
4164,not_disaster,False,non-disaster,"Honestly, Had a really productive day at work today. Checked off everything on my to-do list before the weekend started. Recommended.",False
4165,not_disaster,False,non-disaster,Really enjoying this. Just arrived in New York City! Ready to see a Broadway show and get some famous New York style pizza. Perfect.,False
4166,not_disaster,False,non-disaster,"Just wanted to share: Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Highly satisfied.",False
4167,not_disaster,False,non-disaster,Today was great! Working on a new knitting project. Making a cozy wool scarf for the upcoming cold winter season. Perfect.,False
4168,not_disaster,False,non-disaster,Really enjoying this. Excited about the progress being made in open source software. It empowers developers around the world to build better tools. Recommended.,False
4169,not_disaster,False,non-disaster,Just thinking that Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated. #blessed,False
4170,not_disaster,False,non-disaster,Road trip along the Pacific Coast Highway! Beautiful ocean breeze and infinite winding roads. Highly satisfied.,False
4171,not_disaster,False,non-disaster,"Just wanted to share: Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together. What a day!",False
4172,not_disaster,False,non-disaster,"Honestly, Attended an inspiring virtual tech conference on artificial intelligence and neural networks. The future is exciting. :)",False
4173,not_disaster,False,non-disaster,"Honestly, Trying out a new coding framework today. It simplifies state management and cuts down on boilerplate code significantly. :)",False
4174,not_disaster,False,non-disaster,So glad that Excited about the progress being made in open source software. It empowers developers around the world to build better tools. :),False
4175,not_disaster,False,non-disaster,Quick update: Baking homemade sourdough bread today. The kitchen smells amazing and the crust has a perfect golden crunch. Love it.,False
4176,not_disaster,False,non-disaster,Just wanted to share: Trying out a new coding framework today. It simplifies state management and cuts down on boilerplate code significantly. #blessed,False
4177,not_disaster,False,non-disaster,"Honestly, Planning my next trip to Tokyo. I want to visit the historic temples and try the amazing sushi places. Life is good.",False
4178,not_disaster,False,non-disaster,Really enjoying this. Just upgraded my computer with a new graphics card. Games are running at ultra settings with incredibly high frame rates. Perfect.,False
4179,not_disaster,False,non-disaster,"Today was great! Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together. Life is good.",False
4180,not_disaster,False,non-disaster,So glad that Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. Perfect.,False
4181,not_disaster,False,non-disaster,Just thinking that Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. :),False
4182,not_disaster,False,non-disaster,Quick update: Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Love it.,False
4183,not_disaster,False,non-disaster,"Wow, Attended an inspiring virtual tech conference on artificial intelligence and neural networks. The future is exciting. What a day!",False
4184,not_disaster,False,non-disaster,Just thinking that A hot bowl of chicken noodle soup is so comforting on a chilly rainy evening like this one. Love it.,False
4185,not_disaster,False,non-disaster,Quick update: Hiking the Swiss Alps is challenging but the snowy mountain peaks make every single step worth it. :),False
4186,not_disaster,False,non-disaster,"Wow, Trying out a new pottery class today. Molding clay on the wheel is difficult but extremely therapeutic. :)",False
4187,not_disaster,False,non-disaster,Really enjoying this. Great yoga session this evening. It really helps me stretch out my muscles and clear my mind after a busy week. #blessed,False
4188,not_disaster,False,non-disaster,Today was great! The bakery down the street has the best croissants. They are incredibly flaky and buttery. Can't complain!,False
4189,not_disaster,False,non-disaster,Just wanted to share: Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. #blessed,False
4190,not_disaster,False,non-disaster,"Just wanted to share: Cooking a homemade three-course dinner for my friends tonight. On the menu: steak, roasted vegetables, and tiramisu. Can't complain!",False
4191,not_disaster,False,non-disaster,Really enjoying this. Great yoga session this evening. It really helps me stretch out my muscles and clear my mind after a busy week. Love it.,False
4192,not_disaster,False,non-disaster,So glad that Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. What a day!,False
4193,not_disaster,False,non-disaster,Just thinking that Walking through the quiet canals of Venice. It feels like stepping straight back into history. Love it.,False
4194,not_disaster,False,non-disaster,"Wow, Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. Can't complain!",False
4195,not_disaster,False,non-disaster,So glad that Beautiful morning walk through Central Park. The autumn leaves are starting to turn vibrant red and gold. Recommended.,False
4196,not_disaster,False,non-disaster,Quick update: Learning how to make authentic Indian curry from scratch. The spice blend smells absolutely heavenly. :),False
4197,not_disaster,False,non-disaster,Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Life is good.,False
4198,not_disaster,False,non-disaster,Road trip along the Pacific Coast Highway! Beautiful ocean breeze and infinite winding roads. Highly satisfied.,False
4199,not_disaster,False,non-disaster,"Today was great! The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Recommended.",False
4200,not_disaster,False,non-disaster,Really enjoying this. Had a really productive day at work today. Checked off everything on my to-do list before the weekend started. :),False
4201,not_disaster,False,non-disaster,Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. Life is good.,False
4202,not_disaster,False,non-disaster,Just wanted to share: Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. Perfect.,False
4203,not_disaster,False,non-disaster,"Wow, Exploring the beautiful beaches of Bali this week. The sunsets here are unlike anything I have ever seen. What a day!",False
4204,not_disaster,False,non-disaster,"Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together. #blessed",False
4205,not_disaster,False,non-disaster,"Wow, Enjoying a refreshing fruit smoothie after a long workout. Packed with fresh berries, spinach, and protein. Highly satisfied.",False
4206,not_disaster,False,non-disaster,"Honestly, Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. Can't complain!",False
4207,not_disaster,False,non-disaster,"So glad that Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet. What a day!",False
4208,not_disaster,False,non-disaster,"Wow, Great yoga session this evening. It really helps me stretch out my muscles and clear my mind after a busy week. #blessed",False
4209,not_disaster,False,non-disaster,Quick update: A hot bowl of chicken noodle soup is so comforting on a chilly rainy evening like this one. Highly satisfied.,False
4210,not_disaster,False,non-disaster,"Wow, Beautiful morning walk through Central Park. The autumn leaves are starting to turn vibrant red and gold. Perfect.",False
4211,not_disaster,False,non-disaster,Just wanted to share: Great yoga session this evening. It really helps me stretch out my muscles and clear my mind after a busy week. Highly satisfied.,False
4212,not_disaster,False,non-disaster,"Honestly, Started learning how to play tennis this weekend. It is much more challenging than it looks but very fun. Life is good.",False
4213,not_disaster,False,non-disaster,Just thinking that Learning how to make authentic Indian curry from scratch. The spice blend smells absolutely heavenly. Perfect.,False
4214,not_disaster,False,non-disaster,"Today was great! Starting a small indoor herb garden on the windowsill. Planting fresh basil, rosemary, and thyme. Can't complain!",False
4215,not_disaster,False,non-disaster,Just wanted to share: Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. What a day!,False
4216,not_disaster,False,non-disaster,Just thinking that Trying out a new coding framework today. It simplifies state management and cuts down on boilerplate code significantly. Highly satisfied.,False
4217,not_disaster,False,non-disaster,Just thinking that Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Recommended.,False
4218,not_disaster,False,non-disaster,Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated. :),False
4219,not_disaster,False,non-disaster,"Honestly, Just finished building a custom desktop PC! Cable management was tough but the final result looks super clean. Can't complain!",False
4220,not_disaster,False,non-disaster,Really enjoying this. Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated. Highly satisfied.,False
4221,not_disaster,False,non-disaster,So glad that Brewing a fresh pot of single-origin coffee this morning. The aroma is the absolute best way to wake up. What a day!,False
4222,not_disaster,False,non-disaster,Just thinking that Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Perfect.,False
4223,not_disaster,False,non-disaster,Quick update: Taking some time to write down my goals for the upcoming month. It helps keep me focused and motivated. What a day!,False
4224,not_disaster,False,non-disaster,"Just wanted to share: Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet. Love it.",False
4225,not_disaster,False,non-disaster,"A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze.",False
4226,not_disaster,False,non-disaster,So glad that Had a really productive day at work today. Checked off everything on my to-do list before the weekend started. Can't complain!,False
4227,not_disaster,False,non-disaster,Today was great! Enjoying a relaxing weekend getaway at a cozy cabin in the woods. Reading by the fireplace. Perfect.,False
4228,not_disaster,False,non-disaster,So glad that The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Recommended.,False
4229,not_disaster,False,non-disaster,Today was great! Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. What a day!,False
4230,not_disaster,False,non-disaster,Just wanted to share: The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Life is good.,False
4231,not_disaster,False,non-disaster,"Today was great! A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze. :)",False
4232,not_disaster,False,non-disaster,So glad that Attended an inspiring virtual tech conference on artificial intelligence and neural networks. The future is exciting. Life is good.,False
4233,not_disaster,False,non-disaster,"Today was great! The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Can't complain!",False
4234,not_disaster,False,non-disaster,Just wanted to share: Watched an amazing tennis match yesterday. The rallies were incredibly long and full of spectacular shots. Life is good.,False
4235,not_disaster,False,non-disaster,So glad that Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. Highly satisfied.,False
4236,not_disaster,False,non-disaster,So glad that Walking through the quiet canals of Venice. It feels like stepping straight back into history. #blessed,False
4237,not_disaster,False,non-disaster,Just thinking that Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. Can't complain!,False
4238,not_disaster,False,non-disaster,So glad that Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. :),False
4239,not_disaster,False,non-disaster,Just thinking that Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. Recommended.,False
4240,not_disaster,False,non-disaster,So glad that Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. Recommended.,False
4241,not_disaster,False,non-disaster,So glad that Met up with an old high school friend for coffee today. It was wonderful catching up and sharing stories. Life is good.,False
4242,not_disaster,False,non-disaster,Just wanted to share: Visiting the historic ruins in Rome. It is incredible how well these ancient structures have survived. :),False
4243,not_disaster,False,non-disaster,"Really enjoying this. The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Recommended.",False
4244,not_disaster,False,non-disaster,"Wow, Met up with an old high school friend for coffee today. It was wonderful catching up and sharing stories. Life is good.",False
4245,not_disaster,False,non-disaster,So glad that Visiting the historic ruins in Rome. It is incredible how well these ancient structures have survived. #blessed,False
4246,not_disaster,False,non-disaster,Today was great! Just finished building a custom desktop PC! Cable management was tough but the final result looks super clean. Life is good.,False
4247,not_disaster,False,non-disaster,Today was great! Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. Recommended.,False
4248,not_disaster,False,non-disaster,So glad that Beautiful starry night tonight. The sky is perfectly clear and you can see so many bright constellations. #blessed,False
4249,not_disaster,False,non-disaster,"Wow, Just upgraded my computer with a new graphics card. Games are running at ultra settings with incredibly high frame rates. Perfect.",False
4250,not_disaster,False,non-disaster,Just wanted to share: Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. Life is good.,False
4251,not_disaster,False,non-disaster,"Honestly, The design of this application is amazing. Very clean typography, subtle micro-animations, and a beautiful dark mode. Highly satisfied.",False
4252,not_disaster,False,non-disaster,"Honestly, What an exciting football match tonight! The underdog team scored in the final minutes to win the championship. Can't complain!",False
4253,not_disaster,False,non-disaster,Just thinking that Baking homemade sourdough bread today. The kitchen smells amazing and the crust has a perfect golden crunch. Life is good.,False
4254,not_disaster,False,non-disaster,Just thinking that Beautiful morning walk through Central Park. The autumn leaves are starting to turn vibrant red and gold. #blessed,False
4255,not_disaster,False,non-disaster,"Quick update: A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze.",False
4256,not_disaster,False,non-disaster,Just wanted to share: Baking homemade sourdough bread today. The kitchen smells amazing and the crust has a perfect golden crunch. Can't complain!,False
4257,not_disaster,False,non-disaster,Quick update: Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great.,False
4258,not_disaster,False,non-disaster,Just wanted to share: The new flagship smartphone was just announced today! The camera upgrades and battery life improvements look fantastic. Can't complain!,False
4259,not_disaster,False,non-disaster,Just wanted to share: Road trip along the Pacific Coast Highway! Beautiful ocean breeze and infinite winding roads. Perfect.,False
4260,not_disaster,False,non-disaster,"Just thinking that Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet.",False
4261,not_disaster,False,non-disaster,Learning to play a classic classical song on the acoustic guitar. It is challenging but highly rewarding. Can't complain!,False
4262,not_disaster,False,non-disaster,Just wanted to share: Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. #blessed,False
4263,not_disaster,False,non-disaster,Quick update: Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Life is good.,False
4264,not_disaster,False,non-disaster,"Honestly, Brewing a fresh pot of single-origin coffee this morning. The aroma is the absolute best way to wake up. Perfect.",False
4265,not_disaster,False,non-disaster,Quick update: The new flagship smartphone was just announced today! The camera upgrades and battery life improvements look fantastic. #blessed,False
4266,not_disaster,False,non-disaster,"Honestly, Cooking a homemade three-course dinner for my friends tonight. On the menu: steak, roasted vegetables, and tiramisu. :)",False
4267,not_disaster,False,non-disaster,Tried out a new ramen spot in the city. The rich broth and fresh noodles were absolutely incredible. Recommended.,False
4268,not_disaster,False,non-disaster,The view from the top of the Eiffel Tower was absolutely breathtaking. I highly recommend visiting early in the morning. #blessed,False
4269,not_disaster,False,non-disaster,"Really enjoying this. A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze. Life is good.",False
4270,not_disaster,False,non-disaster,"Wow, I love spending my Sunday afternoons sketching in my notebook. It is a wonderful creative outlet for me. Perfect.",False
4271,not_disaster,False,non-disaster,"Quick update: A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze.",False
4272,not_disaster,False,non-disaster,Quick update: Just upgraded my computer with a new graphics card. Games are running at ultra settings with incredibly high frame rates. Highly satisfied.,False
4273,not_disaster,False,non-disaster,Today was great! Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Recommended.,False
4274,not_disaster,False,non-disaster,Really enjoying this. The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Highly satisfied.,False
4275,not_disaster,False,non-disaster,Just thinking that Excited about the progress being made in open source software. It empowers developers around the world to build better tools. Highly satisfied.,False
4276,not_disaster,False,non-disaster,Just thinking that The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Perfect.,False
4277,not_disaster,False,non-disaster,Just thinking that Started learning how to play tennis this weekend. It is much more challenging than it looks but very fun. Love it.,False
4278,not_disaster,False,non-disaster,"Wow, Visiting the historic ruins in Rome. It is incredible how well these ancient structures have survived. Perfect.",False
4279,not_disaster,False,non-disaster,"Wow, Baking homemade sourdough bread today. The kitchen smells amazing and the crust has a perfect golden crunch. #blessed",False
4280,not_disaster,False,non-disaster,So glad that Learning how to make authentic Indian curry from scratch. The spice blend smells absolutely heavenly. What a day!,False
4281,not_disaster,False,non-disaster,"Just thinking that A quiet morning sitting on the balcony, watching the birds and enjoying the fresh morning breeze.",False
4282,not_disaster,False,non-disaster,So glad that Having a quiet evening at home watching a classic movie. It is nice to just relax and unwind after a busy week. Love it.,False
4283,not_disaster,False,non-disaster,Just thinking that Walking my dog in the park this evening. He loves chasing after tennis balls and meeting other friendly dogs. Highly satisfied.,False
4284,not_disaster,False,non-disaster,"Just thinking that Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together. Can't complain!",False
4285,not_disaster,False,non-disaster,So glad that Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. What a day!,False
4286,not_disaster,False,non-disaster,Today was great! Great basketball game today. Both teams played with incredible energy and the defense was top-notch. Perfect.,False
4287,not_disaster,False,non-disaster,"Today was great! Visited a local farmers market today. Picked up fresh organic strawberries, tomatoes, and homemade honey. #blessed",False
4288,not_disaster,False,non-disaster,Just thinking that Great basketball game today. Both teams played with incredible energy and the defense was top-notch. Perfect.,False
4289,not_disaster,False,non-disaster,Really enjoying this. Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. Love it.,False
4290,not_disaster,False,non-disaster,So glad that Walking through the quiet canals of Venice. It feels like stepping straight back into history. Life is good.,False
4291,not_disaster,False,non-disaster,So glad that Completed my morning run today! Managed to hit a new personal record for the 5k distance. Feeling great. Love it.,False
4292,not_disaster,False,non-disaster,Started learning how to play tennis this weekend. It is much more challenging than it looks but very fun. Life is good.,False
4293,not_disaster,False,non-disaster,Just thinking that Excited about the progress being made in open source software. It empowers developers around the world to build better tools. Recommended.,False
4294,not_disaster,False,non-disaster,Just wanted to share: Exploring the beautiful beaches of Bali this week. The sunsets here are unlike anything I have ever seen. Can't complain!,False
4295,not_disaster,False,non-disaster,Today was great! Road trip along the Pacific Coast Highway! Beautiful ocean breeze and infinite winding roads. Love it.,False
4296,not_disaster,False,non-disaster,Just wanted to share: Having a quiet evening at home watching a classic movie. It is nice to just relax and unwind after a busy week. Recommended.,False
4297,not_disaster,False,non-disaster,Highly satisfied with the new mechanical keyboard I bought. The tactile feedback and typing sounds are extremely satisfying. What a day!,False
4298,not_disaster,False,non-disaster,"Just wanted to share: Developing a web application using clean HTML, modular CSS, and vanilla JS. Love seeing the components come together.",False
4299,not_disaster,False,non-disaster,Really enjoying this. Had a delicious brunch today. Freshly toasted avocado bread with poached eggs and a hot caramel macchiato. #blessed,False
4300,not_disaster,False,non-disaster,So glad that Just arrived in New York City! Ready to see a Broadway show and get some famous New York style pizza. What a day!,False
4301,not_disaster,False,non-disaster,Taking photos of local architecture and nature around the city. Capturing beautiful light during golden hour. Can't complain!,False
4302,not_disaster,False,non-disaster,"Honestly, Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great.",False
4303,not_disaster,False,non-disaster,"Honestly, Just signed up for a half marathon next month! Time to start a structured training plan and build endurance. Recommended.",False
4304,not_disaster,False,non-disaster,Quick update: Going to the local gym to complete an intense weightlifting session. Consistency is the key to progress. Life is good.,False
4305,not_disaster,False,non-disaster,"Today was great! Starting a small indoor herb garden on the windowsill. Planting fresh basil, rosemary, and thyme. Highly satisfied.",False
4306,not_disaster,False,non-disaster,Really enjoying this. Swimming laps at the community pool is a great low-impact workout. It leaves me feeling energized for the day. Highly satisfied.,False
4307,not_disaster,False,non-disaster,Really enjoying this. Spent the afternoon painting a landscape scene with watercolors. The blending of the colors turned out great. #blessed,False
4308,not_disaster,False,non-disaster,Today was great! A hot bowl of chicken noodle soup is so comforting on a chilly rainy evening like this one. Highly satisfied.,False
4309,not_disaster,False,non-disaster,Just wanted to share: Enjoying a relaxing weekend getaway at a cozy cabin in the woods. Reading by the fireplace.,False
4310,not_disaster,False,non-disaster,Just wanted to share: Excited about the progress being made in open source software. It empowers developers around the world to build better tools. What a day!,False
4311,not_disaster,False,non-disaster,"Really enjoying this. Had the most amazing dark chocolate gelato today. It was rich, creamy, and not too sweet. Love it.",False
4312,not_disaster,False,non-disaster,Really enjoying this. The new flagship smartphone was just announced today! The camera upgrades and battery life improvements look fantastic. Perfect.,False
4313,not_disaster,False,non-disaster,"Honestly, The smart home lights I installed yesterday work perfectly. I can control everything with simple voice commands. Life is good.",False
4314,not_disaster,False,non-disaster,"Honestly, Visited a local farmers market today. Picked up fresh organic strawberries, tomatoes, and homemade honey.",False
